"","LGA","Rep_DS","State","U5_coverage","adult_coverage","severe_cases","simday","duration","year","start_day_override","scenario"
"1913","Isiala-Ngwa South","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2022,-1,NA
"1914","Isin","Ngor-Okpala",NA,0.533062111,0.533062111,0.49,0,-1,2022,-1,NA
"1915","Isi-Uzo","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2022,-1,NA
"1916","Isokan","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2022,-1,NA
"1917","Isoko North","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2022,-1,NA
"1918","Isoko South","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2022,-1,NA
"1919","Isu","Ngor-Okpala",NA,0.5,0.5,0.49,0,-1,2022,-1,NA
"1920","Isuikwato","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2022,-1,NA
"1921","Itas-Gadau","Taura",NA,0.174288617,0.174288617,0.49,0,-1,2022,-1,NA
"1922","Itesiwaju","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2022,-1,NA
"1923","Itu","Ngor-Okpala",NA,0.666666667,0.666666667,0.49,0,-1,2022,-1,NA
"1924","Ivo","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2022,-1,NA
"1925","Iwajowa","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2022,-1,NA
"1926","Iwo","Akinyele",NA,0.464031025,0.464031025,0.49,0,-1,2022,-1,NA
"1927","Izzi","Owan East",NA,0.486885732,0.486885732,0.49,0,-1,2022,-1,NA
"1928","Jaba","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2022,-1,NA
"1929","Jada","Alkaleri",NA,0.095661138,0.095661138,0.49,0,-1,2022,-1,NA
"1930","Jahun","Taura",NA,0.22134251,0.22134251,0.49,0,-1,2022,-1,NA
"1931","Jakusko","Taura",NA,0.174928041,0.174928041,0.49,0,-1,2022,-1,NA
"1932","Jalingo","Keana",NA,0.342657285,0.342657285,0.49,0,-1,2022,-1,NA
"1933","Jama'are","Taura",NA,0.141960062,0.141960062,0.49,0,-1,2022,-1,NA
"1934","Jega","Birnin Kebbi",NA,0.566772845,0.566772845,0.49,0,-1,2022,-1,NA
"1935","Jema'a","Soba",NA,0.13917526,0.13917526,0.49,0,-1,2022,-1,NA
"1936","Jere","Gawabawa",NA,0.5,0.5,0.49,0,-1,2022,-1,NA
"1937","Jibia","Rimi",NA,0.333333333,0.333333333,0.49,0,-1,2022,-1,NA
"1938","Jos East","Soba",NA,0.5,0.5,0.49,0,-1,2022,-1,NA
"1939","Jos North","Soba",NA,0.10462622,0.10462622,0.49,0,-1,2022,-1,NA
"1940","Jos South","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2022,-1,NA
"1941","Kabba-Bunu","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2022,-1,NA
"1942","Kabo","Gwarzo",NA,0.328669685,0.328669685,0.49,0,-1,2022,-1,NA
"1943","Kachia","Ngor-Okpala",NA,0.026107845,0.026107845,0.49,0,-1,2022,-1,NA
"1944","Kaduna North","Soba",NA,0.065737057,0.065737057,0.49,0,-1,2022,-1,NA
"1945","Kaduna South","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2022,-1,NA
"1946","Kafin Hausa","Taura",NA,0.41906863,0.41906863,0.49,0,-1,2022,-1,NA
"1947","Kafur","Gwarzo",NA,0.204678348,0.204678348,0.49,0,-1,2022,-1,NA
"1948","Kaga","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2022,-1,NA
"1949","Kagarko","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2022,-1,NA
"1950","Kaiama","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2022,-1,NA
"1951","Kaita","Rimi",NA,0.153846154,0.153846154,0.49,0,-1,2022,-1,NA
"1952","Kajola","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2022,-1,NA
"1953","Kajuru","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2022,-1,NA
"1954","Kala-Balge","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2022,-1,NA
"1955","Kalgo","Birnin Kebbi",NA,0.528194641,0.528194641,0.49,0,-1,2022,-1,NA
"1956","Kaltungo","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2022,-1,NA
"1957","Kanam","Alkaleri",NA,0.297169748,0.297169748,0.49,0,-1,2022,-1,NA
"1958","Kankara","Rimi",NA,0.209995572,0.209995572,0.49,0,-1,2022,-1,NA
"1959","Kanke","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2022,-1,NA
"1960","Kankia","Rimi",NA,0.285714286,0.285714286,0.49,0,-1,2022,-1,NA
"1961","Kano Municipal","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2022,-1,NA
"1962","Karasuwa","Taura",NA,0.057494575,0.057494575,0.49,0,-1,2022,-1,NA
"1963","Karaye","Gwarzo",NA,0.416666667,0.416666667,0.49,0,-1,2022,-1,NA
"1964","Karin-Lamido","Alkaleri",NA,0.156914887,0.156914887,0.49,0,-1,2022,-1,NA
"1965","Karu","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2022,-1,NA
"1966","Katagum","Gwarzo",NA,0.116822469,0.116822469,0.49,0,-1,2022,-1,NA
"1967","Katcha","Oke-Ero",NA,0.306471335,0.306471335,0.49,0,-1,2022,-1,NA
"1968","Katsina","Rimi",NA,0.498949589,0.498949589,0.49,0,-1,2022,-1,NA
"1969","Katsina-Ala","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2022,-1,NA
"1970","Kaugama","Taura",NA,0.111111111,0.111111111,0.49,0,-1,2022,-1,NA
"1971","Kaura","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2022,-1,NA
"1972","Kaura-Namoda","Rimi",NA,0.209995572,0.209995572,0.49,0,-1,2022,-1,NA
"1973","Kauru","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2022,-1,NA
"1974","Kazaure","Babura",NA,0.3125,0.3125,0.49,0,-1,2022,-1,NA
"1975","Keana","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2022,-1,NA
"1976","Kebbe","Birnin Kebbi",NA,0.42225568,0.42225568,0.49,0,-1,2022,-1,NA
"1977","Keffi","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2022,-1,NA
"1978","Khana","Nsit Ubium",NA,0.285714286,0.285714286,0.49,0,-1,2022,-1,NA
"1979","Kibiya","Gwarzo",NA,0.172172547,0.172172547,0.49,0,-1,2022,-1,NA
"1980","Kirfi","Alkaleri",NA,0.076923077,0.076923077,0.49,0,-1,2022,-1,NA
"1981","Kiri Kasamma","Taura",NA,0.293729355,0.293729355,0.49,0,-1,2022,-1,NA
"1982","Kiru","Gwarzo",NA,0.238749426,0.238749426,0.49,0,-1,2022,-1,NA
"1983","Kiyawa","Takali",NA,0.142857143,0.142857143,0.49,0,-1,2022,-1,NA
"1984","Kogi","Keana",NA,0.333333333,0.333333333,0.49,0,-1,2022,-1,NA
"1985","Koko-Besse","Birnin Kebbi",NA,0.630339538,0.630339538,0.49,0,-1,2022,-1,NA
"1986","Kokona","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2022,-1,NA
"1987","Kolokuma-Opokuma","Ahoada West",NA,0.389048955,0.389048955,0.49,0,-1,2022,-1,NA
"1988","Konduga","Darazo",NA,0.5,0.5,0.49,0,-1,2022,-1,NA
"1989","Konshisha","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2022,-1,NA
"1990","Kontagora","Oke-Ero",NA,0.320938838,0.320938838,0.49,0,-1,2022,-1,NA
"1991","Kosofe","Isoko South",NA,0.691001687,0.691001687,0.49,0,-1,2022,-1,NA
"1992","Kubau","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2022,-1,NA
"1993","Kudan","Giwa",NA,0.130508332,0.130508332,0.49,0,-1,2022,-1,NA
"1994","Kuje","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2022,-1,NA
"1995","Kukawa","Babura",NA,0.6,0.6,0.49,0,-1,2022,-1,NA
"1996","Kumbotso","Taura",NA,0.174928041,0.174928041,0.49,0,-1,2022,-1,NA
"1997","Kunchi","Babura",NA,0.147410353,0.147410353,0.49,0,-1,2022,-1,NA
"1998","Kura","Gwarzo",NA,0.222222222,0.222222222,0.49,0,-1,2022,-1,NA
"1999","Kurfi","Rimi",NA,0.209995572,0.209995572,0.49,0,-1,2022,-1,NA
"2000","Kurmi","Oru West",NA,0.4,0.4,0.49,0,-1,2022,-1,NA
"2001","Kusada","Rimi",NA,0.1875,0.1875,0.49,0,-1,2022,-1,NA
"2002","Kwali","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2022,-1,NA
"2003","Kwami","Alkaleri",NA,0.069494533,0.069494533,0.49,0,-1,2022,-1,NA
"2004","Kwande","Oke-Ero",NA,0.188679397,0.188679397,0.49,0,-1,2022,-1,NA
"2005","Kware","Gawabawa",NA,0.2,0.2,0.49,0,-1,2022,-1,NA
"2006","Kwaya Kusar","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2022,-1,NA
"2007","Lafia","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2022,-1,NA
"2008","Lagelu","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2022,-1,NA
"2009","Lagos Island","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2022,-1,NA
"2010","Lagos Mainland","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2022,-1,NA
"2011","Lamurde","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2022,-1,NA
"2012","Langtang North","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2022,-1,NA
"2013","Langtang South","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2022,-1,NA
"2014","Lapai","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2022,-1,NA
"2015","Lau","Alkaleri",NA,0.181818182,0.181818182,0.49,0,-1,2022,-1,NA
"2016","Lavun","Oke-Ero",NA,0.409442103,0.409442103,0.49,0,-1,2022,-1,NA
"2017","Lere","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2022,-1,NA
"2018","Logo","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2022,-1,NA
"2019","Lokoja","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2022,-1,NA
"2020","Machina","Taura",NA,0.054679287,0.054679287,0.49,0,-1,2022,-1,NA
"2021","Madagali","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2022,-1,NA
"2022","Madobi","Taura",NA,0.174928041,0.174928041,0.49,0,-1,2022,-1,NA
"2023","Mafa","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2022,-1,NA
"2024","Magama","Oke-Ero",NA,0.302301803,0.302301803,0.49,0,-1,2022,-1,NA
"2025","Magumeri","Gawabawa",NA,0.106631444,0.106631444,0.49,0,-1,2022,-1,NA
"2026","Mai'Adua","Rimi",NA,0.4,0.4,0.49,0,-1,2022,-1,NA
"2027","Maiduguri","Darazo",NA,0.031180397,0.031180397,0.49,0,-1,2022,-1,NA
"2028","Maigatari","Babura",NA,0.20590316,0.20590316,0.49,0,-1,2022,-1,NA
"2029","Maiha","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2022,-1,NA
"2030","Maiyama","Birnin Kebbi",NA,0.722222222,0.722222222,0.49,0,-1,2022,-1,NA
"2031","Makoda","Babura",NA,0.6,0.6,0.49,0,-1,2022,-1,NA
"2032","Makurdi","Keana",NA,0.084369554,0.084369554,0.49,0,-1,2022,-1,NA
"2033","Malam Madori","Taura",NA,0.5,0.5,0.49,0,-1,2022,-1,NA
"2034","Malumfashi","Gwarzo",NA,0.666666667,0.666666667,0.49,0,-1,2022,-1,NA
"2035","Mangu","Darazo",NA,0.286332243,0.286332243,0.49,0,-1,2022,-1,NA
"2036","Mani","Rimi",NA,0.199881617,0.199881617,0.49,0,-1,2022,-1,NA
"2037","Maradun","Darazo",NA,0.073493989,0.073493989,0.49,0,-1,2022,-1,NA
"2038","Mariga","Oke-Ero",NA,0.1,0.1,0.49,0,-1,2022,-1,NA
"2039","Markafi","Gwarzo",NA,0.172172547,0.172172547,0.49,0,-1,2022,-1,NA
"2040","Marte","Babura",NA,0.349277359,0.349277359,0.49,0,-1,2022,-1,NA
"2041","Maru","Giwa",NA,0.130508332,0.130508332,0.49,0,-1,2022,-1,NA
"2042","Mashegu","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2022,-1,NA
"2043","Mashi","Rimi",NA,0.166666667,0.166666667,0.49,0,-1,2022,-1,NA
"2044","Matazuu","Rimi",NA,0.285714286,0.285714286,0.49,0,-1,2022,-1,NA
"2045","Mayo-Belwa","Alkaleri",NA,0.545454545,0.545454545,0.49,0,-1,2022,-1,NA
"2046","Mbaitoli","Ngor-Okpala",NA,0.37771346,0.37771346,0.49,0,-1,2022,-1,NA
"2047","Mbo","Nsit Ubium",NA,0.1,0.1,0.49,0,-1,2022,-1,NA
"2048","Michika","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2022,-1,NA
"2049","Miga","Taura",NA,0.111111111,0.111111111,0.49,0,-1,2022,-1,NA
"2050","Mikang","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2022,-1,NA
"2051","Minjibir","Taura",NA,0.537957946,0.537957946,0.49,0,-1,2022,-1,NA
"2052","Misau","Darazo",NA,0.122470573,0.122470573,0.49,0,-1,2022,-1,NA
"2053","Mkpat Enin","Nsit Ubium",NA,0.37995598,0.37995598,0.49,0,-1,2022,-1,NA
"2054","Moba","Oke-Ero",NA,0.086996203,0.086996203,0.49,0,-1,2022,-1,NA
"2055","Mobbar","Babura",NA,0.524066481,0.524066481,0.49,0,-1,2022,-1,NA
"2056","Mokwa","Oke-Ero",NA,0.255880274,0.255880274,0.49,0,-1,2022,-1,NA
"2057","Monguno","Babura",NA,0.349277359,0.349277359,0.49,0,-1,2022,-1,NA
"2058","Mopa-Muro","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2022,-1,NA
"2059","Moro","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2022,-1,NA
"2060","Mubi North","Darazo",NA,0.222784613,0.222784613,0.49,0,-1,2022,-1,NA
"2061","Mubi South","Darazo",NA,0.056373989,0.056373989,0.49,0,-1,2022,-1,NA
"2062","Musawa","Gwarzo",NA,0.368421053,0.368421053,0.49,0,-1,2022,-1,NA
"2063","Mushin","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2022,-1,NA
"2064","Muya","Giwa",NA,0.357142857,0.357142857,0.49,0,-1,2022,-1,NA
"2065","Nafada","Alkaleri",NA,0.20161137,0.20161137,0.49,0,-1,2022,-1,NA
"2066","Nangere","Darazo",NA,0.033333333,0.033333333,0.49,0,-1,2022,-1,NA
"2067","Nasarawa1","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2022,-1,NA
"2068","Nasarawa2","Alkaleri",NA,0.366085612,0.366085612,0.49,0,-1,2022,-1,NA
"2069","Nasarawa-Eggon","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2022,-1,NA
"2070","Ndokwa East","Ahoada West",NA,0.246461454,0.246461454,0.49,0,-1,2022,-1,NA
"2071","Ndokwa West","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2022,-1,NA
"2072","Nembe","Ahoada West",NA,0.25,0.25,0.49,0,-1,2022,-1,NA
"2073","Ngala","Taura",NA,0.174928041,0.174928041,0.49,0,-1,2022,-1,NA
"2074","Nganzai","Gawabawa",NA,0.106631444,0.106631444,0.49,0,-1,2022,-1,NA
"2075","Ngaski","Owan East",NA,0.604290953,0.604290953,0.49,0,-1,2022,-1,NA
"2076","Ngor-Okpala","Ngor-Okpala",NA,0.555555556,0.555555556,0.49,0,-1,2022,-1,NA
"2077","Nguru","Taura",NA,0.174928041,0.174928041,0.49,0,-1,2022,-1,NA
"2078","Ningi","Takali",NA,0.085910642,0.085910642,0.49,0,-1,2022,-1,NA
"2079","Njaba","Ngor-Okpala",NA,0.8,0.8,0.49,0,-1,2022,-1,NA
"2080","Njikoka","Uzo-Uwani",NA,0.666666667,0.666666667,0.49,0,-1,2022,-1,NA
"2081","Nkanu East","Owan East",NA,0.446239251,0.446239251,0.49,0,-1,2022,-1,NA
"2082","Nkanu West","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2022,-1,NA
"2083","Nkwerre","Ngor-Okpala",NA,0.25,0.25,0.49,0,-1,2022,-1,NA
"2084","Nnewi North","Oru West",NA,0.411077428,0.411077428,0.49,0,-1,2022,-1,NA
"2085","Nnewi South","Oru West",NA,0.573883177,0.573883177,0.49,0,-1,2022,-1,NA
"2086","Nsit Atai","Nsit Ubium",NA,0.297727761,0.297727761,0.49,0,-1,2022,-1,NA
"2087","Nsit Ibom","Nsit Ubium",NA,0.25,0.25,0.49,0,-1,2022,-1,NA
"2088","Nsit Ubium","Nsit Ubium",NA,0.428571429,0.428571429,0.49,0,-1,2022,-1,NA
"2089","Nsukka","Uzo-Uwani",NA,0.405325453,0.405325453,0.49,0,-1,2022,-1,NA
"2090","Numan","Alkaleri",NA,0.647058824,0.647058824,0.49,0,-1,2022,-1,NA
"2091","Nwangele","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2022,-1,NA
"2092","Obafemi-Owode","Owan East",NA,0.455464296,0.455464296,0.49,0,-1,2022,-1,NA
"2093","Obanliku","Obubra",NA,0.41009749,0.41009749,0.49,0,-1,2022,-1,NA
"2094","Obi Nwa","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2022,-1,NA
"2095","Obi1","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2022,-1,NA
"2096","Obi2","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2022,-1,NA
"2097","Obia-Akpor","Ahoada West",NA,0.213483794,0.213483794,0.49,0,-1,2022,-1,NA
"2098","Obokun","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2022,-1,NA
"2099","Obot Akara","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2022,-1,NA
"2100","Obowo","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2022,-1,NA
"2101","Obubra","Obubra",NA,0.41009749,0.41009749,0.49,0,-1,2022,-1,NA
"2102","Obudu","Obubra",NA,0.41009749,0.41009749,0.49,0,-1,2022,-1,NA
"2103","Odeda","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2022,-1,NA
"2104","Odigbo","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2022,-1,NA
"2105","Odogbolu","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2022,-1,NA
"2106","Odo-Otin","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2022,-1,NA
"2107","Odukpani","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2022,-1,NA
"2108","Offa","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2022,-1,NA
"2109","Ofu","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2022,-1,NA
"2110","Ogbadibo","Ahoada West",NA,0.135679232,0.135679232,0.49,0,-1,2022,-1,NA
"2111","Ogba-Egbema-Ndoni","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2022,-1,NA
"2112","Ogbaru","Ahoada West",NA,0.666666667,0.666666667,0.49,0,-1,2022,-1,NA
"2113","Ogbia","Ahoada West",NA,0.246461454,0.246461454,0.49,0,-1,2022,-1,NA
"2114","Ogbomosho North","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2022,-1,NA
"2115","Ogbomosho South","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2022,-1,NA
"2116","Ogo Oluwa","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2022,-1,NA
"2117","Ogoja","Obubra",NA,0.41009749,0.41009749,0.49,0,-1,2022,-1,NA
"2118","Ogori-Mangongo","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2022,-1,NA
"2119","Ogu-Bolo","Nsit Ubium",NA,0.297727761,0.297727761,0.49,0,-1,2022,-1,NA
"2120","Ogun waterside","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2022,-1,NA
"2121","Oguta","Oru West",NA,0.5,0.5,0.49,0,-1,2022,-1,NA
"2122","Ohafia","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2022,-1,NA
"2123","Ohaji-Egbema","Oru West",NA,0.466885712,0.466885712,0.49,0,-1,2022,-1,NA
"2124","Ohaozara","Obubra",NA,0.689516124,0.689516124,0.49,0,-1,2022,-1,NA
"2125","Ohaukwu","Owan East",NA,0.25,0.25,0.49,0,-1,2022,-1,NA
"2126","Ohimini","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2022,-1,NA
"2127","Oji-River","Oru West",NA,0.411077428,0.411077428,0.49,0,-1,2022,-1,NA
"2128","Ojo","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2022,-1,NA
"2129","Oju","Oke-Ero",NA,0.066412872,0.066412872,0.49,0,-1,2022,-1,NA
"2130","Oke-Ero","Oke-Ero",NA,0.4,0.4,0.49,0,-1,2022,-1,NA
"2131","Okehi","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2022,-1,NA
"2132","Okene","Owan East",NA,0.073066858,0.073066858,0.49,0,-1,2022,-1,NA
"2133","Okigwe","Ngor-Okpala",NA,0.333333333,0.333333333,0.49,0,-1,2022,-1,NA
"2134","Okitipupa","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2022,-1,NA
"2135","Okobo","Nsit Ubium",NA,0.297727761,0.297727761,0.49,0,-1,2022,-1,NA
"2136","Okpe","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2022,-1,NA
"2137","Okpokwu","Akinyele",NA,0.142857143,0.142857143,0.49,0,-1,2022,-1,NA
"2138","Okrika","Nsit Ubium",NA,0.561288113,0.561288113,0.49,0,-1,2022,-1,NA
"2139","Olamabolo","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2022,-1,NA
"2140","Ola-oluwa","Owan East",NA,0.333333333,0.333333333,0.49,0,-1,2022,-1,NA
"2141","Olorunda","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2022,-1,NA
"2142","Olorunsogo","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2022,-1,NA
"2143","Oluyole","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2022,-1,NA
"2144","Omala","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2022,-1,NA
"2145","Omumma","Ngor-Okpala",NA,0.071010918,0.071010918,0.49,0,-1,2022,-1,NA
"2146","Ona-Ara","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2022,-1,NA
"2147","Ondo East","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2022,-1,NA
"2148","Ondo West","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2022,-1,NA
"2149","Onicha","Obubra",NA,0.375690614,0.375690614,0.49,0,-1,2022,-1,NA
"2150","Onitsha North","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2022,-1,NA
"2151","Onitsha South","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2022,-1,NA
"2152","Onna","Nsit Ubium",NA,0.359183639,0.359183639,0.49,0,-1,2022,-1,NA
"2153","Opobo-Nkoro","Nsit Ubium",NA,0.610439911,0.610439911,0.49,0,-1,2022,-1,NA
"2154","Oredo","Uzo-Uwani",NA,0.317164272,0.317164272,0.49,0,-1,2022,-1,NA
"2155","Orelope","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2022,-1,NA
"2156","Orhionmwon","Uzo-Uwani",NA,0.182157933,0.182157933,0.49,0,-1,2022,-1,NA
"2157","Ori Ire","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2022,-1,NA
"2158","Oriade","Oke-Ero",NA,0.339520622,0.339520622,0.49,0,-1,2022,-1,NA
"2159","Orlu","Oru West",NA,0.25,0.25,0.49,0,-1,2022,-1,NA
"2160","Orolu","Oke-Ero",NA,0.303030378,0.303030378,0.49,0,-1,2022,-1,NA
"2161","Oron","Nsit Ubium",NA,0.297727761,0.297727761,0.49,0,-1,2022,-1,NA
"2162","Orsu","Oru West",NA,0.257661386,0.257661386,0.49,0,-1,2022,-1,NA
"2163","Oru East","Oru West",NA,0.411077428,0.411077428,0.49,0,-1,2022,-1,NA
"2164","Oru West","Oru West",NA,0.433164524,0.433164524,0.49,0,-1,2022,-1,NA
"2165","Oruk Anam","Nsit Ubium",NA,0.292929329,0.292929329,0.49,0,-1,2022,-1,NA
"2166","Orumba North","Oru West",NA,0.4807692,0.4807692,0.49,0,-1,2022,-1,NA
"2167","Orumba South","Oru West",NA,0.411077428,0.411077428,0.49,0,-1,2022,-1,NA
"2168","Ose","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2022,-1,NA
"2169","Oshimili North","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2022,-1,NA
"2170","Oshimili South","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2022,-1,NA
"2171","Oshodi-Isolo","Uzo-Uwani",NA,0.25,0.25,0.49,0,-1,2022,-1,NA
"2172","Osisioma Ngwa","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2022,-1,NA
"2173","Osogbo","Owan East",NA,0.5,0.5,0.49,0,-1,2022,-1,NA
"2174","Oturkpo","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2022,-1,NA
"2175","Ovia North East","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2022,-1,NA
"2176","Ovia South West","Akinyele",NA,0.142857143,0.142857143,0.49,0,-1,2022,-1,NA
"2177","Owan East","Owan East",NA,0.2,0.2,0.49,0,-1,2022,-1,NA
"2178","Owan West","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2022,-1,NA
"2179","Owerri North","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2022,-1,NA
"2180","Owerri West","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2022,-1,NA
"2181","Owerri-Municipal","Oru West",NA,0.411077428,0.411077428,0.49,0,-1,2022,-1,NA
"2182","Owo","Owan East",NA,0.145621575,0.145621575,0.49,0,-1,2022,-1,NA
"2183","Oye","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2022,-1,NA
"2184","Oyi","Uzo-Uwani",NA,0.783699091,0.783699091,0.49,0,-1,2022,-1,NA
"2185","Oyigbo","Nsit Ubium",NA,0.5,0.5,0.49,0,-1,2022,-1,NA
"2186","Oyo East","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2022,-1,NA
"2187","Oyo West","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2022,-1,NA
"2188","Oyun","Oke-Ero",NA,0.513597417,0.513597417,0.49,0,-1,2022,-1,NA
"2189","Pailoro","Oke-Ero",NA,0.210245212,0.210245212,0.49,0,-1,2022,-1,NA
"2190","Pankshin","Alkaleri",NA,0.333333333,0.333333333,0.49,0,-1,2022,-1,NA
"2191","Patani","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2022,-1,NA
"2192","Pategi","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2022,-1,NA
"2193","Port-Harcourt","Ahoada West",NA,0.306711988,0.306711988,0.49,0,-1,2022,-1,NA
"2194","Potiskum","Darazo",NA,0.013980398,0.013980398,0.49,0,-1,2022,-1,NA
